"name","totempl","base_high_credit","ccs","pd","lgd"
"C763",80,121233,97,0.01406,0.23
"C764",80,121233,97,0.01406,0.23
"C765",100,19152,97,0.01406,0.23
"C766",120,1618,97,0.01406,0.23
"C767",135,49950,97,0.01406,0.23
"C768",140,58104,97,0.01406,0.23
"C769",150,30039,97,0.01406,0.15
"C770",400,3960,97,0.01406,0.15
"C771",675,34910,97,0.01406,0.15
"C772",800,45395,97,0.01406,0.15
"C773",1,10589,98,0.01339,0.87
"C774",1,2706,98,0.01339,0.87
"C775",2,641,98,0.01339,0.87
"C776",2,7966,98,0.01339,0.87
"C777",2,4477,98,0.01339,0.87
"C778",2,20653,98,0.01339,0.87
"C779",2,836,98,0.01339,0.87
"C780",3,19305,98,0.01339,0.87
"C781",3,1387,98,0.01339,0.87
"C782",3,3792,98,0.01339,0.87
"C783",3,2320,98,0.01339,0.87
"C784",3,9194,98,0.01339,0.87
"C785",3,12567,98,0.01339,0.87
"C786",3,2780,98,0.01339,0.87
"C787",4,77848,98,0.01339,0.79
"C788",4,24243,98,0.01339,0.79
"C789",4,364,98,0.01339,0.79
"C790",4,22406,98,0.01339,0.79
"C791",4,4781,98,0.01339,0.79
"C792",4,2020,98,0.01339,0.79
"C793",4,6806,98,0.01339,0.79
"C794",4,22549,98,0.01339,0.79
"C795",5,581,98,0.01339,0.71
"C796",5,6512,98,0.01339,0.71
"C797",5,15562,98,0.01339,0.71
"C798",5,6455,98,0.01339,0.71
"C799",5,159,98,0.01339,0.71
"C800",5,9283,98,0.01339,0.71
"C801",5,3782,98,0.01339,0.71
"C802",5,9383,98,0.01339,0.71
"C803",5,2052,98,0.01339,0.71
"C804",5,4527,98,0.01339,0.71
"C805",5,706,98,0.01339,0.71
"C806",5,3145,98,0.01339,0.71
"C807",6,2954,98,0.01339,0.63
"C808",6,36236,98,0.01339,0.63
"C809",6,1998,98,0.01339,0.63
"C810",6,4102,98,0.01339,0.63
"C811",6,2381,98,0.01339,0.63
"C812",6,887,98,0.01339,0.63
"C813",6,2639,98,0.01339,0.63
"C814",7,3727,98,0.01339,0.55
"C815",8,74346,98,0.01339,0.55
"C816",8,3691,98,0.01339,0.55
"C817",8,1594,98,0.01339,0.55
"C818",8,514,98,0.01339,0.55
"C819",8,7145,98,0.01339,0.55
"C820",9,7610,98,0.01339,0.55
"C821",9,4609,98,0.01339,0.55
"C822",10,15565,98,0.01339,0.47
"C823",10,39610,98,0.01339,0.47
"C824",10,2647,98,0.01339,0.47
"C825",10,9867,98,0.01339,0.47
"C826",10,7769,98,0.01339,0.47
"C827",10,3267,98,0.01339,0.47
"C828",13,27993,98,0.01339,0.39
"C829",13,13908,98,0.01339,0.39
"C830",14,21189,98,0.01339,0.39
"C831",14,16037,98,0.01339,0.39
"C832",15,1262,98,0.01339,0.39
"C833",15,4003,98,0.01339,0.39
"C834",20,512,98,0.01339,0.31
"C835",26,21230,98,0.01339,0.31
"C836",30,24600,98,0.01339,0.31
"C837",40,19541,98,0.01339,0.23
"C838",42,4921,98,0.01339,0.23
"C839",55,32379,98,0.01339,0.23
"C840",180,2921,98,0.01339,0.15
"C841",500,3098,98,0.01339,0.15
"C842",1,1794,99,0.01274,0.87
"C843",1,164,99,0.01274,0.87
"C844",2,3022,99,0.01274,0.87
"C845",2,3461,99,0.01274,0.87
"C846",2,2860,99,0.01274,0.87
"C847",2,649,99,0.01274,0.87
"C848",2,8131,99,0.01274,0.87
"C849",2,1530,99,0.01274,0.87
"C850",2,2784,99,0.01274,0.87
"C851",2,937,99,0.01274,0.87
"C852",2,313,99,0.01274,0.87
"C853",3,16850,99,0.01274,0.87
"C854",3,2095,99,0.01274,0.87
"C855",3,321,99,0.01274,0.87
"C856",3,288,99,0.01274,0.87
"C857",3,3056,99,0.01274,0.87
"C858",3,11570,99,0.01274,0.87
"C859",3,10823,99,0.01274,0.87
"C860",3,5647,99,0.01274,0.87
"C861",3,334,99,0.01274,0.87
"C862",3,6503,99,0.01274,0.87
"C863",3,6281,99,0.01274,0.87
"C864",3,2599,99,0.01274,0.87
"C865",3,1736,99,0.01274,0.87
"C866",3,7692,99,0.01274,0.87
"C867",3,5743,99,0.01274,0.87
"C868",3,9173,99,0.01274,0.87
"C869",4,2232,99,0.01274,0.79
"C870",4,10544,99,0.01274,0.79
"C871",4,5548,99,0.01274,0.79
"C872",4,12158,99,0.01274,0.79
"C873",4,178,99,0.01274,0.79
"C874",4,9346,99,0.01274,0.79
"C875",4,6324,99,0.01274,0.79
"C876",4,940,99,0.01274,0.79
"C877",4,3879,99,0.01274,0.79
"C878",4,9763,99,0.01274,0.79
"C879",4,6982,99,0.01274,0.79
"C880",4,293,99,0.01274,0.79
"C881",4,1095,99,0.01274,0.79
"C882",4,5555,99,0.01274,0.79
"C883",4,5691,99,0.01274,0.79
"C884",4,3817,99,0.01274,0.79
"C885",4,74,99,0.01274,0.79
"C886",5,3608,99,0.01274,0.71
"C887",5,6671,99,0.01274,0.71
"C888",5,4560,99,0.01274,0.71
"C889",5,1772,99,0.01274,0.71
"C890",5,4349,99,0.01274,0.71
"C891",5,1847,99,0.01274,0.71
"C892",5,24426,99,0.01274,0.71
"C893",5,293,99,0.01274,0.71
"C894",5,198,99,0.01274,0.71
"C895",5,12939,99,0.01274,0.71
"C896",5,21207,99,0.01274,0.71
"C897",5,25154,99,0.01274,0.71
"C898",5,46564,99,0.01274,0.71
"C899",6,1725,99,0.01274,0.63
"C900",6,564,99,0.01274,0.63
"C901",6,8404,99,0.01274,0.63
"C902",6,15959,99,0.01274,0.63
"C903",6,2036,99,0.01274,0.63
"C904",7,1553,99,0.01274,0.55
"C905",7,5260,99,0.01274,0.55
"C906",7,34258,99,0.01274,0.55
"C907",7,4449,99,0.01274,0.55
"C908",7,9144,99,0.01274,0.55
"C909",7,471,99,0.01274,0.55
"C910",8,8189,99,0.01274,0.55
"C911",8,1603,99,0.01274,0.55
"C912",8,910,99,0.01274,0.55
"C913",8,1155,99,0.01274,0.55
"C914",8,7059,99,0.01274,0.55
"C915",8,21082,99,0.01274,0.55
"C916",8,25298,99,0.01274,0.55
"C917",8,6908,99,0.01274,0.55
"C918",9,1666,99,0.01274,0.55
"C919",9,11824,99,0.01274,0.55
"C920",10,2604,99,0.01274,0.47
"C921",10,12370,99,0.01274,0.47
"C922",10,1984,99,0.01274,0.47
"C923",10,27063,99,0.01274,0.47
"C924",10,6260,99,0.01274,0.47
"C925",11,702,99,0.01274,0.47
"C926",11,2298,99,0.01274,0.47
"C927",12,745,99,0.01274,0.47
"C928",12,188,99,0.01274,0.47
"C929",12,9195,99,0.01274,0.47
"C930",13,455,99,0.01274,0.39
"C931",13,10162,99,0.01274,0.39
"C932",13,6862,99,0.01274,0.39
"C933",13,7443,99,0.01274,0.39
"C934",13,55964,99,0.01274,0.39
"C935",13,9093,99,0.01274,0.39
"C936",14,625,99,0.01274,0.39
"C937",14,1578,99,0.01274,0.39
"C938",14,6734,99,0.01274,0.39
"C939",14,1633,99,0.01274,0.39
"C940",15,16083,99,0.01274,0.39
"C941",15,1866,99,0.01274,0.39
"C942",15,21863,99,0.01274,0.39
"C943",15,6708,99,0.01274,0.39
"C944",15,6386,99,0.01274,0.39
"C945",15,14230,99,0.01274,0.39
"C946",17,813,99,0.01274,0.39
"C947",17,12268,99,0.01274,0.39
"C948",20,1916,99,0.01274,0.31
"C949",20,92194,99,0.01274,0.31
"C950",20,643,99,0.01274,0.31
"C951",20,1989,99,0.01274,0.31
"C952",20,30587,99,0.01274,0.31
"C953",20,825,99,0.01274,0.31
"C954",20,7716,99,0.01274,0.31
"C955",20,24141,99,0.01274,0.31
"C956",22,30053,99,0.01274,0.31
"C957",23,5727,99,0.01274,0.31
"C958",25,163765,99,0.01274,0.31
"C959",25,7612,99,0.01274,0.31
"C960",25,13447,99,0.01274,0.31
"C961",25,15022,99,0.01274,0.31
"C962",29,18340,99,0.01274,0.31
"C963",30,51767,99,0.01274,0.31
"C964",49,28465,99,0.01274,0.23
"C965",50,19739,99,0.01274,0.23
"C966",63,868,99,0.01274,0.23
"C967",180,8563,99,0.01274,0.15
"C968",300,42362,99,0.01274,0.15
"C969",3,2563,100,0.01213,0.87
"C970",3,4978,100,0.01213,0.87
"C971",3,5614,100,0.01213,0.87
"C972",4,1099,100,0.01213,0.79
"C973",4,4017,100,0.01213,0.79
"C974",4,2620,100,0.01213,0.79
"C975",4,45621,100,0.01213,0.79
"C976",5,17511,100,0.01213,0.71
"C977",5,8128,100,0.01213,0.71
"C978",6,6006,100,0.01213,0.63
"C979",6,1841,100,0.01213,0.63
"C980",8,6435,100,0.01213,0.55
"C981",9,3786,100,0.01213,0.55
"C982",9,17207,100,0.01213,0.55
"C983",9,9853,100,0.01213,0.55
"C984",10,560,100,0.01213,0.47
"C985",10,2825,100,0.01213,0.47
"C986",10,30510,100,0.01213,0.47
"C987",10,2324,100,0.01213,0.47
"C988",10,7778,100,0.01213,0.47
"C989",12,2910,100,0.01213,0.47
"C990",15,34880,100,0.01213,0.39
"C991",15,127949,100,0.01213,0.39
"C992",18,1359,100,0.01213,0.31
"C993",20,41986,100,0.01213,0.31
"C994",20,7571,100,0.01213,0.31
"C995",21,2769,100,0.01213,0.31
"C996",21,35,100,0.01213,0.31
"C997",23,39241,100,0.01213,0.31
"C998",25,13565,100,0.01213,0.31
"C999",28,2521,100,0.01213,0.31
"C1000",45,102198,100,0.01213,0.23
