"name","totempl","base_high_credit","ccs","pd","lgd"
"C857",3,3056,99,0.01274,0.351
"C858",3,11570,99,0.01274,0.15322
"C859",3,10823,99,0.01274,0.46885
"C860",3,5647,99,0.01274,0.1656
"C861",3,334,99,0.01274,0.3511
"C862",3,6503,99,0.01274,0.63329
"C863",3,6281,99,0.01274,0.1979
"C864",3,2599,99,0.01274,0.73823
"C865",3,1736,99,0.01274,0.05809
"C866",3,7692,99,0.01274,0.44044
"C867",3,5743,99,0.01274,0.0476
"C868",3,9173,99,0.01274,0.32057
"C869",4,2232,99,0.01274,0.24393
"C870",4,10544,99,0.01274,0.60903
"C871",4,5548,99,0.01274,0.1084
"C872",4,12158,99,0.01274,0.18514
"C873",4,178,99,0.01274,0.28491
"C874",4,9346,99,0.01274,0.14479
"C875",4,6324,99,0.01274,0.19283
"C876",4,940,99,0.01274,0.20139
"C877",4,3879,99,0.01274,0.31672
"C878",4,9763,99,0.01274,0.23491
"C879",4,6982,99,0.01274,0.14567
"C880",4,293,99,0.01274,0.02694
"C881",4,1095,99,0.01274,0.12204
"C882",4,5555,99,0.01274,0.0579
"C883",4,5691,99,0.01274,0.27761
"C884",4,3817,99,0.01274,0.23944
"C885",4,74,99,0.01274,0.1712
"C886",5,3608,99,0.01274,0.15334
"C887",5,6671,99,0.01274,0.32257
"C888",5,4560,99,0.01274,0.16413
"C889",5,1772,99,0.01274,0.04891
"C890",5,4349,99,0.01274,0.24719
"C891",5,1847,99,0.01274,0.83489
"C892",5,24426,99,0.01274,0.08777
"C893",5,293,99,0.01274,0.42127
"C894",5,198,99,0.01274,0.42531
"C895",5,12939,99,0.01274,0.08388
"C896",5,21207,99,0.01274,0.09543
"C897",5,25154,99,0.01274,0.30292
"C898",5,46564,99,0.01274,0.19503
"C899",6,1725,99,0.01274,0.4654
"C900",6,564,99,0.01274,0.19092
"C901",6,8404,99,0.01274,0.11566
"C902",6,15959,99,0.01274,0.13086
"C903",6,2036,99,0.01274,0.02796
"C904",7,1553,99,0.01274,0.04574
"C905",7,5260,99,0.01274,0.48755
"C906",7,34258,99,0.01274,0.17335
"C907",7,4449,99,0.01274,0.42852
"C908",7,9144,99,0.01274,0.12949
"C909",7,471,99,0.01274,0.44535
"C910",8,8189,99,0.01274,0.29052
"C911",8,1603,99,0.01274,0.15492
"C912",8,910,99,0.01274,0.23188
"C913",8,1155,99,0.01274,0.27275
"C914",8,7059,99,0.01274,0.1424
"C915",8,21082,99,0.01274,0.53015
"C916",8,25298,99,0.01274,0.19489
"C917",8,6908,99,0.01274,0.4199
"C918",9,1666,99,0.01274,0.45507
"C919",9,11824,99,0.01274,0.53502
"C920",10,2604,99,0.01274,0.23287
"C921",10,12370,99,0.01274,0.39432
"C922",10,1984,99,0.01274,0.18415
"C923",10,27063,99,0.01274,0.26719
"C924",10,6260,99,0.01274,0.04979
"C925",11,702,99,0.01274,0.13474
"C926",11,2298,99,0.01274,0.44106
"C927",12,745,99,0.01274,0.18558
"C928",12,188,99,0.01274,0.5856
"C929",12,9195,99,0.01274,0.53328
"C930",13,455,99,0.01274,0.21663
"C931",13,10162,99,0.01274,0.38065
"C932",13,6862,99,0.01274,0.31675
"C933",13,7443,99,0.01274,0.20398
"C934",13,55964,99,0.01274,0.25882
"C935",13,9093,99,0.01274,0.39548
"C936",14,625,99,0.01274,0.12589
"C937",14,1578,99,0.01274,0.29671
"C938",14,6734,99,0.01274,0.18876
"C939",14,1633,99,0.01274,0.55395
"C940",15,16083,99,0.01274,0.24995
"C941",15,1866,99,0.01274,0.41559
"C942",15,21863,99,0.01274,0.12329
"C943",15,6708,99,0.01274,0.42676
"C944",15,6386,99,0.01274,0.08096
"C945",15,14230,99,0.01274,0.38777
"C946",17,813,99,0.01274,0.11876
"C947",17,12268,99,0.01274,0.26753
"C948",20,1916,99,0.01274,0.15754
"C949",20,92194,99,0.01274,0.66438
"C950",20,643,99,0.01274,0.19063
"C951",20,1989,99,0.01274,0.12523
"C952",20,30587,99,0.01274,0.43374
"C953",20,825,99,0.01274,0.27446
"C954",20,7716,99,0.01274,0.33002
"C955",20,24141,99,0.01274,0.29708
"C956",22,30053,99,0.01274,0.24329
"C957",23,5727,99,0.01274,0.3312
"C958",25,163765,99,0.01274,0.17423
"C959",25,7612,99,0.01274,0.27465
"C960",25,13447,99,0.01274,0.31
"C961",25,15022,99,0.01274,0.13271
"C962",29,18340,99,0.01274,0.27188
"C963",30,51767,99,0.01274,0.13342
"C964",49,28465,99,0.01274,0.3711
"C965",50,19739,99,0.01274,0.29708
"C966",63,868,99,0.01274,0.23133
"C967",180,8563,99,0.01274,0.12059
"C968",300,42362,99,0.01274,0.52499
"C969",3,2563,100,0.01213,0.12212
"C970",3,4978,100,0.01213,0.22681
"C971",3,5614,100,0.01213,0.49453
"C972",4,1099,100,0.01213,0.22636
"C973",4,4017,100,0.01213,0.30707
"C974",4,2620,100,0.01213,0.08793
"C975",4,45621,100,0.01213,0.28255
"C976",5,17511,100,0.01213,0.15399
"C977",5,8128,100,0.01213,0.15374
"C978",6,6006,100,0.01213,0.1466
"C979",6,1841,100,0.01213,0.47211
"C980",8,6435,100,0.01213,0.5677
"C981",9,3786,100,0.01213,0.13848
"C982",9,17207,100,0.01213,0.38892
"C983",9,9853,100,0.01213,0.21778
"C984",10,560,100,0.01213,0.41625
"C985",10,2825,100,0.01213,0.13549
"C986",10,30510,100,0.01213,0.30043
"C987",10,2324,100,0.01213,0.44147
"C988",10,7778,100,0.01213,0.37761
"C989",12,2910,100,0.01213,0.28975
"C990",15,34880,100,0.01213,0.43507
"C991",15,127949,100,0.01213,0.14964
"C992",18,1359,100,0.01213,0.76683
"C993",20,41986,100,0.01213,0.62823
"C994",20,7571,100,0.01213,0.29647
"C995",21,2769,100,0.01213,0.18974
"C996",21,35,100,0.01213,0.11196
"C997",23,39241,100,0.01213,0.42674
"C998",25,13565,100,0.01213,0.33304
"C999",28,2521,100,0.01213,0.12988
"C1000",45,102198,100,0.01213,0.4448
